UID,nodeid,datestamp,timestamp,tempF,ppm1,ppm2,ppm3,lat,long,owner,nodeid_name
431,2,9/3/2021,22:00:00,57,0.012,0.004,0.00512,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
432,2,9/3/2021,23:00:00,63,0.022,0.0087,0.00474,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
433,2,9/4/2021,0:00:00,77,0.035,0.0042,0.00201,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
434,2,9/4/2021,1:00:00,81,0.052,0.0067,0.00182,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
435,2,9/4/2021,2:00:00,58,0.064,0.0054,0.00545,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
436,2,9/4/2021,3:00:00,74,0.027,0.0068,0.00626,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
437,2,9/4/2021,4:00:00,83,0.017,0.0024,0.00528,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
438,2,9/4/2021,5:00:00,65,0.023,0.0056,0.00317,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
439,2,9/4/2021,6:00:00,60,0.018,0.0042,0.00373,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
440,2,9/4/2021,7:00:00,67,0.035,0.0082,0.00216,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
441,2,9/4/2021,8:00:00,69,0.038,0.0069,0.00093,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
442,2,9/4/2021,9:00:00,54,0.035,0.0064,0.0024,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
443,2,9/4/2021,10:00:00,78,0.07,0.0031,0.00566,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
444,2,9/4/2021,11:00:00,54,0.003,0.0028,0.00179,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
445,2,9/4/2021,12:00:00,88,0.003,0.0054,0.00246,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
446,2,9/4/2021,13:00:00,71,0.069,0.0081,0.00653,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
447,2,9/4/2021,14:00:00,78,0.043,0.0052,0.00337,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
448,2,9/4/2021,15:00:00,69,0.042,0.0043,0.00321,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
449,2,9/4/2021,16:00:00,80,0.034,0.0078,0.00654,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
450,2,9/4/2021,17:00:00,78,0.062,0.0038,0.00428,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
451,2,9/4/2021,18:00:00,56,0.075,0.0048,0.00445,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
452,2,9/4/2021,19:00:00,55,0.014,0.0049,0.00051,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
453,2,9/4/2021,20:00:00,55,0.054,0.009,0.00468,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
454,2,9/4/2021,21:00:00,75,0.07,0.0034,0.0068,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
455,2,9/4/2021,22:00:00,75,0.069,0.006,0.006,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
456,2,9/4/2021,23:00:00,63,0.015,0.0067,0.00638,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
457,2,9/5/2021,0:00:00,52,0.045,0.0084,0.0036,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
458,2,9/5/2021,1:00:00,54,0.017,0.0082,0.00725,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
459,2,9/5/2021,2:00:00,76,0.008,0.0039,0.00379,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
460,2,9/5/2021,3:00:00,69,0.061,0.0063,0.00694,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
461,2,9/5/2021,4:00:00,81,0.031,0.0071,0.00763,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
462,2,9/5/2021,5:00:00,55,0.01,0.0076,0.00057,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
463,2,9/5/2021,6:00:00,82,0.064,0.007,0.006,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
464,2,9/5/2021,7:00:00,59,0.073,0.0067,0.00268,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
465,2,9/5/2021,8:00:00,84,0.003,0.0061,0.00339,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
466,2,9/5/2021,9:00:00,55,0.005,0.004,0.0059,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
467,2,9/5/2021,10:00:00,65,0.048,0.0062,0.00296,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
468,2,9/5/2021,11:00:00,57,0.044,0.0032,0.00572,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
469,2,9/5/2021,12:00:00,82,0.002,0.0035,0.0008,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
470,2,9/5/2021,13:00:00,77,0.036,0.0065,0.00452,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
471,2,9/5/2021,14:00:00,75,0.018,0.0086,0.00889,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
472,2,9/5/2021,15:00:00,70,0.035,0.0066,0.00155,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
473,2,9/5/2021,16:00:00,51,0.016,0.0048,0.00277,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
474,2,9/5/2021,17:00:00,81,0.06,0.0078,0.00751,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
475,2,9/5/2021,18:00:00,82,0.008,0.0029,0.00576,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
476,2,9/5/2021,19:00:00,69,0.07,0.0068,0.00665,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
477,2,9/5/2021,20:00:00,54,0.035,0.004,0.00835,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
478,2,9/5/2021,21:00:00,68,0.062,0.008,0.00834,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
479,2,9/5/2021,22:00:00,78,0.039,0.0021,0.00421,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
480,2,9/5/2021,23:00:00,59,0.013,0.0075,0.00645,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
481,2,9/6/2021,0:00:00,60,0.021,0.0061,0.00742,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
482,2,9/6/2021,1:00:00,66,0.022,0.0054,0.00555,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
483,2,9/6/2021,2:00:00,88,0.063,0.0079,0.00837,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
484,2,9/6/2021,3:00:00,68,0.032,0.0056,0.00629,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
485,2,9/6/2021,4:00:00,78,0.034,0.0002,0.00664,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
486,2,9/6/2021,5:00:00,60,0.029,0.0084,0.00346,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
487,2,9/6/2021,6:00:00,64,0.019,0.0077,0.0008,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
488,2,9/6/2021,7:00:00,77,0.005,0.0087,0.00481,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
489,2,9/6/2021,8:00:00,57,0.045,0.0013,0.00619,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
490,2,9/6/2021,9:00:00,90,0.062,0.0006,0.00559,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
491,2,9/6/2021,10:00:00,59,0.042,0.0052,0.00097,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
492,2,9/6/2021,11:00:00,73,0.046,0.0027,0.00458,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
493,2,9/6/2021,12:00:00,76,0.07,0.0023,0.00691,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
494,2,9/6/2021,13:00:00,69,0.001,0.0007,0.00365,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
495,2,9/6/2021,14:00:00,61,0.004,0.0078,0.00858,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
496,2,9/6/2021,15:00:00,76,0.075,0.0045,0.00364,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
497,2,9/6/2021,16:00:00,68,0.014,0.0016,0.00876,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
498,2,9/6/2021,17:00:00,87,0.065,0.0019,0.00037,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
499,2,9/6/2021,18:00:00,67,0.069,0.0029,0.00184,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
500,2,9/6/2021,19:00:00,57,0.022,0.007,0.00436,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
501,2,9/6/2021,20:00:00,67,0.004,0.0064,0.00271,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
502,2,9/6/2021,21:00:00,64,0.056,0.0053,0.00649,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
503,2,9/6/2021,22:00:00,72,0.055,0.0041,0.00883,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
504,2,9/6/2021,23:00:00,65,0.021,0.0011,0.00874,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
505,2,9/7/2021,0:00:00,66,0.022,0.0059,0.00097,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
506,2,9/7/2021,1:00:00,55,0.02,0.0018,0.00164,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
507,2,9/7/2021,2:00:00,85,0.067,0.0052,0.00323,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
508,2,9/7/2021,3:00:00,87,0.017,0.0054,0.00387,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
509,2,9/7/2021,4:00:00,89,0.072,0.005,0.00164,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
510,2,9/7/2021,5:00:00,76,0.049,0.002,0.00121,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
511,2,9/7/2021,6:00:00,50,0.003,0.0071,0.00505,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
512,2,9/7/2021,7:00:00,52,0.008,0.006,0.00891,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
513,2,9/7/2021,8:00:00,79,0.038,0.0022,0.0074,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
514,2,9/7/2021,9:00:00,60,0.036,0.0006,0.00828,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
515,2,9/7/2021,10:00:00,53,0.067,0.0016,0.00318,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
516,2,9/7/2021,11:00:00,77,0.045,0.0071,0.00816,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
517,2,9/7/2021,12:00:00,61,0.006,0.0079,0.00124,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
518,2,9/7/2021,13:00:00,62,0.048,0.0043,0.00135,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
519,2,9/7/2021,14:00:00,52,0.023,0.0027,0.00624,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
520,2,9/7/2021,15:00:00,83,0.06,0.0088,0.00032,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
521,2,9/7/2021,16:00:00,79,0.021,0.0011,0.00815,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
522,2,9/7/2021,17:00:00,55,0.019,0.0046,0.00863,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
523,2,9/7/2021,18:00:00,67,0.005,0.0016,0.00355,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
524,2,9/7/2021,19:00:00,67,0.009,0.0058,0.00515,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
525,2,9/7/2021,20:00:00,88,0.054,0.0033,0.00593,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
526,2,9/7/2021,21:00:00,78,0.068,0.0054,0.00584,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
527,2,9/7/2021,22:00:00,71,0.003,0.0082,0.00686,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
528,2,9/7/2021,23:00:00,78,0.066,0.0008,0.00379,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
529,2,9/8/2021,0:00:00,76,0.002,0.007,0.00139,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
530,2,9/8/2021,1:00:00,68,0.034,0.0036,0.00473,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
531,2,9/8/2021,2:00:00,90,0.018,0.0073,0.00422,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
532,2,9/8/2021,3:00:00,83,0.029,0.0032,0.00181,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
533,2,9/8/2021,4:00:00,54,0.033,0.0048,0.00185,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
534,2,9/8/2021,5:00:00,79,0.06,0.0028,0.0081,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
535,2,9/8/2021,6:00:00,69,0.043,0.0056,0.00714,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
536,2,9/8/2021,7:00:00,65,0.073,0.0018,0.00171,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
537,2,9/8/2021,8:00:00,86,0.029,0.0004,0.00858,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
538,2,9/8/2021,9:00:00,71,0.026,0.0021,0.00792,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
539,2,9/8/2021,10:00:00,64,0.053,0.0038,0.00321,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
540,2,9/8/2021,11:00:00,64,0.035,0.0054,0.00405,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
541,2,9/8/2021,12:00:00,62,0.002,0.0089,0.00848,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
542,2,9/8/2021,13:00:00,64,0.054,0.003,0.00272,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
543,2,9/8/2021,14:00:00,87,0.019,0.002,0.00877,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
544,2,9/8/2021,15:00:00,87,0.013,0.0043,0.00247,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
545,2,9/8/2021,16:00:00,71,0.069,0.0012,0.00796,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
546,2,9/8/2021,17:00:00,71,0.041,0.007,0.00715,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
547,2,9/8/2021,18:00:00,58,0.015,0.0086,0.00782,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
548,2,9/8/2021,19:00:00,80,0.03,0.0041,0.00076,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
549,2,9/8/2021,20:00:00,85,0.039,0.0039,0.00179,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
550,2,9/8/2021,21:00:00,55,0.036,0.0044,0.00198,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
551,2,9/8/2021,22:00:00,70,0.061,0.0077,0.00108,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
552,2,9/8/2021,23:00:00,73,0.052,0.0045,0.00234,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
553,2,9/9/2021,0:00:00,77,0.032,0.0066,0.00181,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
554,2,9/9/2021,1:00:00,61,0.075,0.0005,0.00338,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
555,2,9/9/2021,2:00:00,64,0.019,0.0012,0.00462,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
556,2,9/9/2021,3:00:00,74,0.065,0.0044,0.00848,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
557,2,9/9/2021,4:00:00,56,0.059,0.0077,0.00385,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
558,2,9/9/2021,5:00:00,87,0.045,0.0017,0.00039,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
559,2,9/9/2021,6:00:00,55,0.019,0.0046,0.00783,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
560,2,9/9/2021,7:00:00,78,0.013,0.0083,0.00585,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
561,2,9/9/2021,8:00:00,71,0.036,0.0012,0.00283,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
562,2,9/9/2021,9:00:00,54,0.075,0.0005,0.00085,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
563,2,9/9/2021,10:00:00,87,0.027,0.0002,0.00127,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
564,2,9/9/2021,11:00:00,80,0.007,0.0015,0.00894,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
565,2,9/9/2021,12:00:00,60,0.07,0.0023,0.00475,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
566,2,9/9/2021,13:00:00,57,0.059,0.0066,0.00204,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
567,2,9/9/2021,14:00:00,60,0.043,0.0016,0.00885,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
568,2,9/9/2021,15:00:00,85,0.066,0.0065,0.00165,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
569,2,9/9/2021,16:00:00,61,0.066,0.0014,0.00349,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
570,2,9/9/2021,17:00:00,80,0.048,0.0001,0.0042,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
571,2,9/9/2021,18:00:00,88,0.029,0.0017,0.0017,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
572,2,9/9/2021,19:00:00,89,0.04,0.0044,0.00496,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
573,2,9/9/2021,20:00:00,63,0.033,0.0027,0.00588,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
574,2,9/9/2021,21:00:00,88,0.041,0.0035,0.0004,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
575,2,9/9/2021,22:00:00,61,0.057,0.0034,0.00037,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
576,2,9/9/2021,23:00:00,54,0.013,0.0056,0.00067,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
577,2,9/10/2021,0:00:00,90,0.042,0.0072,0.00732,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
578,2,9/10/2021,1:00:00,81,0.073,0.0019,0.0081,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
579,2,9/10/2021,2:00:00,57,0.01,0.0084,0.00192,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
580,2,9/10/2021,3:00:00,51,0.032,0.0019,0.00276,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
581,2,9/10/2021,4:00:00,62,0.069,0.0057,0.00246,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
582,2,9/10/2021,5:00:00,87,0.033,0.0007,0.00708,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
583,2,9/10/2021,6:00:00,51,0.062,0.0078,0.00873,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
584,2,9/10/2021,7:00:00,60,0.024,0.0057,0.00002,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
585,2,9/10/2021,8:00:00,83,0.017,0.0044,0.00035,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
586,2,9/10/2021,9:00:00,70,0.053,0.0052,0.0068,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
587,2,9/10/2021,10:00:00,64,0.004,0.0057,0.00044,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
588,2,9/10/2021,11:00:00,89,0.069,0.0012,0.00102,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
589,2,9/10/2021,12:00:00,54,0.057,0.0055,0.00855,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
590,2,9/10/2021,13:00:00,89,0.047,0.0061,0.00872,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
591,2,9/10/2021,14:00:00,51,0.02,0.0059,0.00379,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
592,2,9/10/2021,15:00:00,74,0.011,0.0047,0.00093,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
593,2,9/10/2021,16:00:00,71,0.071,0.0035,0.00512,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
594,2,9/10/2021,17:00:00,65,0.07,0.0047,0.00887,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
595,2,9/10/2021,18:00:00,74,0.038,0.0038,0.00331,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
596,2,9/10/2021,19:00:00,50,0.063,0.0055,0.00896,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
597,2,9/10/2021,20:00:00,69,0.01,0.0073,0.00742,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
598,2,9/10/2021,21:00:00,69,0.047,0.0053,0.00489,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
599,2,9/10/2021,22:00:00,51,0.002,0.0022,0.00123,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
600,2,9/10/2021,23:00:00,84,0.035,0.0048,0.00761,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
601,2,9/11/2021,0:00:00,84,0.016,0.0027,0.00356,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
602,2,9/11/2021,1:00:00,57,0.074,0.0055,0.00416,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
603,2,9/11/2021,2:00:00,84,0.04,0.0074,0.00573,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
604,2,9/11/2021,3:00:00,84,0.035,0.004,0.0073,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
605,2,9/11/2021,4:00:00,55,0.027,0.0027,0.00299,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
606,2,9/11/2021,5:00:00,77,0.024,0.0028,0.00744,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
607,2,9/11/2021,6:00:00,80,0.001,0.0057,0.00449,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
608,2,9/11/2021,7:00:00,52,0.064,0.0008,0.00543,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
609,2,9/11/2021,8:00:00,82,0.002,0.0084,0.001,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
610,2,9/11/2021,9:00:00,61,0.061,0.0016,0.00108,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
611,2,9/11/2021,10:00:00,67,0.06,0.0023,0.00384,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
612,2,9/11/2021,11:00:00,77,0.072,0.0048,0.00261,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
613,2,9/11/2021,12:00:00,56,0.05,0.0039,0.00674,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
614,2,9/11/2021,13:00:00,68,0.026,0.0034,0.00533,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
615,2,9/11/2021,14:00:00,63,0.006,0.0067,0.00696,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
616,2,9/11/2021,15:00:00,83,0.058,0.0059,0.00097,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
617,2,9/11/2021,16:00:00,68,0.057,0.0029,0.00644,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
618,2,9/11/2021,17:00:00,64,0.029,0.009,0.00466,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
619,2,9/11/2021,18:00:00,52,0.068,0.0021,0.00709,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
620,2,9/11/2021,19:00:00,59,0.016,0.0041,0.00777,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
621,2,9/11/2021,20:00:00,60,0.039,0.0064,0.00055,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
622,2,9/11/2021,21:00:00,56,0.057,0.0082,0.00501,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
623,2,9/11/2021,22:00:00,85,0.063,0.0061,0.00502,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
624,2,9/11/2021,23:00:00,82,0.022,0.0047,0.00849,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
625,2,9/12/2021,0:00:00,78,0.061,0.0014,0.00141,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
626,2,9/12/2021,1:00:00,68,0.025,0.0018,0.00819,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
627,2,9/12/2021,2:00:00,85,0.006,0.0027,0.00686,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
628,2,9/12/2021,3:00:00,50,0.017,0.0005,0.00663,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
629,2,9/12/2021,4:00:00,86,0.04,0.0022,0.00403,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
630,2,9/12/2021,5:00:00,72,0.016,0.0007,0.00829,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
631,2,9/12/2021,6:00:00,77,0.021,0.001,0.00069,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
632,2,9/12/2021,7:00:00,87,0.046,0.0053,0.00603,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
633,2,9/12/2021,8:00:00,78,0.056,0.0055,0.00005,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
634,2,9/12/2021,9:00:00,89,0.063,0.0019,0.00081,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
635,2,9/12/2021,10:00:00,84,0.005,0.0004,0.00464,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
